society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
dlf regal gardens,flat,sector 90,1.78,8040.0,4,4,3+,12.0,Relatively New,1968.40095497,0,0,0,0,0,0,61,"28.4085° N, 76.9369° E",28.4085,76.9369
orris carnation residency,flat,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,house,sector 9,0.5,6083.0,3,2,1,1.0,Old Property,822.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
independent,house,sector 26,4.0,29630.0,4,4,3,2.0,Old Property,1350.0,0,0,1,0,0,0,41,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,house,sector 26,17.0,37627.0,5,5,3+,2.0,Relatively New,4518.0,1,1,1,0,0,1,124,"28.4757° N, 77.1032° E",28.4757,77.1032
the nav manesar apartment,flat,sector 1,0.85,3953.0,3,3,3+,5.0,Moderately Old,1910.17071537,0,1,0,0,0,0,5,"28.3663° N, 76.9456° E",28.3663,76.9456
tulip violet,flat,sector 69,1.68,8358.0,4,4,2,7.0,Relatively New,1784.75173777,0,0,0,0,0,0,127,"28.3966° N, 77.0341° E",28.3966,77.0341
sare homes,flat,sector 92,0.5,4237.0,3,3,2,1.0,Relatively New,1041.19637057,0,0,0,0,0,0,26,"28.4079° N, 76.9153° E",28.4079,76.9153
ss the leaf,flat,sector 85,2.1,8720.0,3,4,3+,6.0,Relatively New,2007.439106075,0,1,0,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,house,sector 55,5.6,20741.0,6,4,3,3.0,Old Property,2700.0,0,1,0,0,0,1,41,"28.4281° N, 77.1100° E",28.4281,77.11
signature global city 92,flat,sector 92,0.78,11142.0,2,2,3,2.0,Under Construction,887.9308756400001,0,0,0,0,1,0,24,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf the skycourt,flat,sector 92,1.72,8916.0,3,3,1,8.0,Relatively New,1712.18790073,0,0,0,0,1,1,49,"28.4079° N, 76.9153° E",28.4079,76.9153
indiabulls enigma,flat,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,3029.98301537,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
orchid petals,flat,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,1993.77540166,0,1,0,0,0,0,95,"28.4121° N, 77.0480° E",28.4121,77.048
shree vardhman flora,flat,sector 90,1.0,5128.0,3,4,3,8.0,New Property,1731.00074737,0,1,0,0,0,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
ss the leaf,flat,sector 85,2.03,7230.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
bestech park view spa next,flat,sector 67,2.35,12144.0,3,4,3+,14.0,Moderately Old,1717.56299977,0,1,0,0,0,1,156,"28.3859° N, 77.0608° E",28.3859,77.0608
shapoorji pallonji joyville gurugram,flat,sector 102,2.03,12000.0,3,3,2,1.0,New Property,1357.5248651152,0,0,0,0,0,0,67,"28.4750° N, 76.9715° E",28.475,76.9715
eldeco mansionz,house,sector 48,5.0,21367.0,7,7,3,2.0,Moderately Old,2340.0,0,0,0,0,0,1,40,"28.4177° N, 77.0359° E",28.4177,77.0359
om apartment dayanand colony,flat,sector 5,0.26,4373.0,1,1,1,3.0,Relatively New,769.7676190000001,0,0,0,0,0,0,14,"28.4794° N, 77.0176° E",28.4794,77.0176
tulip violet,flat,sector 69,1.7,8457.0,4,4,2,10.0,Relatively New,1791.60337429,1,1,1,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
m3m golf hills,flat,sector 79,1.45,10211.0,2,2,3,15.0,Under Construction,1608.14283511,0,0,0,0,0,0,67,"28.3624° N, 76.9787° E",28.3624,76.9787
independent,house,sector 47,5.25,11666.0,9,9,3+,4.0,Relatively New,4650.0,0,1,0,0,0,1,142,"28.4276° N, 77.0492° E",28.4276,77.0492
indiabulls centrum park,flat,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1709.01870844,1,1,1,0,0,1,38,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf the ultima,flat,sector 81,2.2,10476.0,3,4,3+,17.0,Relatively New,1865.37822337,0,1,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,house,sector 46,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,1,44,"28.4374° N, 77.0586° E",28.4374,77.0586
palam vihar extension west zone rwa,house,sector 2,0.4,4444.0,6,4,2,2.0,Moderately Old,900.0,0,0,0,0,0,0,36,"28.5095° N, 77.0320° E",28.5095,77.032
unitech palms south city 1,house,sector 41,9.35,28858.0,10,10,3+,4.0,Moderately Old,7500.0,1,1,0,0,0,1,70,"28.4557° N, 77.0632° E",28.4557,77.0632
vatika lifestyle homes,flat,sector 83,1.04,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
shapoorji pallonji joyville gurugram,flat,sector 102,1.8,10638.0,3,3,3,1.0,Relatively New,1499.8714886500002,0,0,0,0,0,0,141,"28.4750° N, 76.9715° E",28.475,76.9715
signature global solera,flat,sector 107,0.28,5674.0,2,2,2,6.0,Relatively New,675.61317418,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
tulip violet,flat,sector 69,3.1,9822.0,4,6,3+,14.0,Relatively New,2750.6564809600004,0,1,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
satya the hermitage,flat,sector 103,1.12,5625.0,3,4,3+,9.0,New Property,1728.00243416,0,1,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
dlf regency park,flat,sector 28,2.3,11817.0,3,3,3,7.0,Moderately Old,1777.0,0,1,0,0,0,0,117,"28.4728° N, 77.0865° E",28.4728,77.0865
sushant lok 1 builder floors,house,sector 43,2.45,7756.0,4,4,3+,3.0,Moderately Old,540.0,1,1,0,0,1,2,123,"28.4629° N, 77.0772° E",28.4629,77.0772
sare petioles,flat,sector 92,1.3,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
ss the leaf,flat,sector 85,1.65,6852.0,3,4,3,9.0,New Property,2141.29997409,0,0,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar palm gardens,flat,sector 83,1.72,9052.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
independent,house,sector 2,4.99,18889.0,4,4,3+,3.0,Moderately Old,2642.0,0,1,1,0,0,0,43,"28.5095° N, 77.0320° E",28.5095,77.032
citizen apartment,flat,sector 51,3.55,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,0,0,1,157,"28.4320° N, 77.0686° E",28.432,77.0686
unitech sunbreeze,flat,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
piedmont taksila heights,flat,sector 37c,0.9,5855.0,3,3,3,9.0,Moderately Old,1537.0,0,0,0,0,0,1,94,"28.4515° N, 76.9882° E",28.4515,76.9882
hsiidc sidco aravali,flat,sector 90,0.86,3323.0,3,3,3+,3.0,Moderately Old,1900.0,0,1,0,0,0,0,81,"28.4085° N, 76.9369° E",28.4085,76.9369
adani m2k oyster grande,flat,sector 102,2.4,9305.0,3,4,3+,3.0,Relatively New,2291.8751961200005,1,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
independent,house,sector 2,3.0,19268.0,6,4,3+,3.0,Old Property,1557.0,0,0,0,0,0,1,28,"28.5095° N, 77.0320° E",28.5095,77.032
independent,house,sector 21,0.6,6173.0,8,3,2,3.0,Old Property,972.0,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
shree arihant apartment,flat,sector 54,1.55,8611.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,1,109,"28.4348° N, 77.1089° E",28.4348,77.1089
ss the coralwood,flat,sector 84,1.05,6774.0,3,3,3,6.0,Relatively New,1610.0,0,0,0,0,1,0,129,"28.3979° N, 76.9736° E",28.3979,76.9736
sobha city,flat,sector 108,1.9,13758.0,2,2,2,8.0,Relatively New,1221.26218841,0,0,0,0,0,0,85,"28.5134° N, 76.9830° E",28.5134,76.983
dlf the grove,flat,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2589.75300451,0,1,0,0,0,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
dlf the ultima,flat,sector 81,2.34,11185.0,3,4,3+,14.0,Relatively New,1760.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
emaar palm heights,flat,sector 77,1.79,8839.0,3,3,3,1.0,New Property,1600.0,0,1,0,0,0,1,49,"28.3801° N, 76.9845° E",28.3801,76.9845
pyramid urban homes 2,flat,sector 86,0.43,8582.0,2,2,1,6.0,New Property,687.6328905400001,1,0,0,0,0,0,92,"28.3986° N, 76.9384° E",28.3986,76.9384
rof ananda,flat,sector 95,0.31,5644.0,2,2,1,5.0,Relatively New,735.8862201596794,0,0,0,0,0,1,74,"28.4172° N, 76.9081° E",28.4172,76.9081
dlf the primus,flat,sector 82a,1.59,10338.0,3,3,3+,5.0,Relatively New,1661.03206709,0,0,0,0,1,2,167,"28.3858° N, 76.9686° E",28.3858,76.9686
emaar digihomes,flat,sector 62,2.1,13925.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,1,49,"28.4139° N, 77.0886° E",28.4139,77.0886
independent,house,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,711.6723232600001,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
godrej summit,flat,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,1988.76718651,0,1,0,0,0,1,96,"28.4788° N, 76.9960° E",28.4788,76.996
international city by sobha phase 2,house,sector 76,8.48,23556.0,4,6,3+,3.0,New Property,3600.0,1,1,1,0,0,0,153,"28.3935° N, 76.9888° E",28.3935,76.9888
ansal heights,house,sector 92,2.75,9793.0,4,4,3+,3.0,Relatively New,5000.0,1,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
smart world orchard,flat,sector 61,1.41,12250.0,2,2,2,2.0,Under Construction,1150.0,1,0,0,0,0,0,76,"28.4050° N, 77.0963° E",28.405,77.0963
adani m2k oyster grande,flat,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2311.5114436900003,1,1,0,0,0,1,165,"28.4750° N, 76.9715° E",28.475,76.9715
suncity platinum towers,flat,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,2875.2212680600005,0,1,0,0,0,0,31,"28.4728° N, 77.0865° E",28.4728,77.0865
ats triumph,flat,sector 104,2.6,8253.0,4,4,3+,12.0,Relatively New,2806.02055537,0,1,0,0,0,0,118,"28.4788° N, 76.9960° E",28.4788,76.996
imperia the esfera,flat,sector 37c,0.86,5449.0,2,3,3,9.0,Relatively New,1447.8533543500002,1,0,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
independent,house,sector 26,18.25,18250.0,7,9,3+,4.0,Relatively New,10202.240032510002,1,1,1,0,0,1,77,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,house,sector 46,4.25,23148.0,5,4,2,3.0,Moderately Old,1836.0,0,0,1,0,0,1,57,"28.4374° N, 77.0586° E",28.4374,77.0586
ss the leaf,flat,sector 85,1.24,7122.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
godrej meridien,flat,sector 106,3.2,16000.0,3,3,3+,6.0,Under Construction,2191.0990785700005,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
independent,house,sector 11,1.2,4444.0,7,3,0,3.0,Moderately Old,300.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
ss the leaf,flat,sector 85,1.09,6666.0,2,2,3,9.0,Relatively New,1638.0,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,house,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
madan puri,house,sector 7,0.75,12500.0,3,5,3,3.0,Moderately Old,600.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
maxworth city residences,flat,sector 10a,0.9,7083.0,2,2,3,9.0,New Property,1059.11336737,0,0,0,0,1,0,52,"28.4469° N, 77.0106° E",28.4469,77.0106
m3m heights,flat,sector 65,2.8,15000.0,3,3,3,20.0,Under Construction,1867.0,0,0,0,0,0,0,91,"28.4030° N, 77.0690° E",28.403,77.069
emaar palm gardens,flat,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8,"28.3986° N, 76.9647° E",28.3986,76.9647
mapsko mount ville,flat,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1678.25784721,0,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
tulip violet,flat,sector 69,1.51,9569.0,3,3,2,0.0,Relatively New,1342.6808362000002,0,0,0,0,0,2,165,"28.3966° N, 77.0341° E",28.3966,77.0341
piedmont taksila heights,flat,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1704.12525217,0,0,0,0,0,1,81,"28.4515° N, 76.9882° E",28.4515,76.9882
independent,house,sector 24,10.0,25543.0,8,10,3+,1.0,Old Property,3915.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
adani aangan galleria,flat,sector 89,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,0,74,"28.4253° N, 76.9439° E",28.4253,76.9439
bestech park view sanskruti,flat,sector 92,1.6,7547.0,3,3,3,10.0,Relatively New,1760.74367309,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,4,4,3+,0.0,Relatively New,1975.0,1,1,0,0,0,1,151,"28.4030° N, 77.0690° E",28.403,77.069
bptp terra,flat,sector 37d,1.67,7622.0,4,4,3,11.0,Relatively New,2091.0,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
paras dews,flat,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,1186.0,1,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
independent,house,sector 46,5.65,23870.0,8,6,3+,3.0,Moderately Old,2367.0,0,1,0,0,0,1,67,"28.4374° N, 77.0586° E",28.4374,77.0586
green campus chs,flat,manesar,0.92,4022.0,3,3,3+,8.0,Moderately Old,1910.67036198,0,1,0,0,0,0,5,"28.3515° N, 76.9428° E",28.3515,76.9428
vatika india next,house,sector 83,1.7,7870.0,3,3,3+,4.0,New Property,2160.0,0,1,0,0,0,0,0,"28.3986° N, 76.9647° E",28.3986,76.9647
puri diplomatic greens,flat,sector 111,2.65,11963.0,3,4,3+,19.0,Relatively New,2215.0,1,1,1,0,0,0,65,"28.5238° N, 77.0320° E",28.5238,77.032
nirvana cedar crest,house,sector 50,3.99,8866.0,4,5,3+,4.0,New Property,4500.0,0,1,0,0,0,1,112,"28.4178° N, 77.0628° E",28.4178,77.0628
central park 2 bellevue,flat,sector 48,2.75,10754.0,3,4,3+,3.0,Moderately Old,2507.3905296300004,0,0,0,0,0,0,32,"28.4177° N, 77.0359° E",28.4177,77.0359
smriti apartment,flat,sector 56,0.45,7500.0,1,1,2,3.0,Old Property,521.60346337,0,0,0,0,0,0,57,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,house,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,0,0,0,1,38,"28.4434° N, 77.0515° E",28.4434,77.0515
shapoorji pallonji joyville gurugram,flat,sector 102,1.75,15514.0,3,3,3+,1.0,Relatively New,1479.4352667000005,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
dlf new town heights,flat,sector 90,1.95,7150.0,4,4,3+,24.0,Relatively New,2408.2502357800004,0,1,1,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
the castle society,flat,sector 56,2.0,8695.0,4,4,2,4.0,Under Construction,2044.54819137,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
ambience creacions,flat,sector 22,4.63,14983.0,3,5,3+,5.0,New Property,2752.26956497,0,1,0,0,1,0,120,"28.5072° N, 77.0640° E",28.5072,77.064
dlf new town heights,flat,sector 90,1.75,5720.0,4,4,3+,17.0,Relatively New,2427.07607305,0,1,0,0,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
dlf regal gardens,flat,sector 90,1.26,7403.0,3,3,3,6.0,Relatively New,1598.55213228,0,0,0,0,1,1,28,"28.4085° N, 76.9369° E",28.4085,76.9369
emaar mgf emerald floors premier,flat,sector 65,2.8,16969.0,4,4,3,2.0,Relatively New,1650.0,1,0,0,0,0,1,89,"28.4030° N, 77.0690° E",28.403,77.069
shree vardhman flora,flat,sector 90,0.95,6333.0,3,3,3,9.0,Relatively New,1688.27427751,0,1,0,0,0,0,90,"28.4085° N, 76.9369° E",28.4085,76.9369
breeze global heights,flat,sector 33,0.4,6421.0,2,2,2,4.0,Moderately Old,623.0,0,0,0,0,0,0,0,"28.4420° N, 77.0207° E",28.442,77.0207
signature global city 92,flat,sector 92,0.99,6622.0,3,2,3,1.0,New Property,1683.2660623600002,0,0,0,0,1,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,house,sector 23,5.65,17706.0,7,7,3+,2.0,Moderately Old,5000.0,0,1,0,0,0,0,68,"28.5121° N, 77.0478° E",28.5121,77.0478
sbr minda sec-1 imt manesar,flat,manesar,0.64,4193.0,3,2,3+,6.0,Old Property,1714.31699629,0,0,0,0,0,0,51,"28.3515° N, 76.9428° E",28.3515,76.9428
ansals florence villa,house,sector 57,3.65,10579.0,6,6,2,3.0,Moderately Old,3450.0,1,1,1,0,0,2,152,"28.4232° N, 77.0752° E",28.4232,77.0752
signature global synera,flat,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,431.99922238,0,0,0,0,0,2,123,"28.3867° N, 76.9485° E",28.3867,76.9485
tulip ivory,flat,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2136.57340819,0,1,0,0,0,1,174,"28.3968° N, 77.0233° E",28.3968,77.0233
chd avenue,flat,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
umang monsoon breeze,flat,sector 78,0.69,5390.0,2,2,2,11.0,Moderately Old,1467.9128109100002,0,0,0,0,0,0,60,"28.3733° N, 76.9729° E",28.3733,76.9729
shree vardhman victoria,flat,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
ansals palam vihar,house,sector 2,2.75,17662.0,3,3,3,2.0,Moderately Old,1557.0,1,0,0,0,0,1,15,"28.5095° N, 77.0320° E",28.5095,77.032
imperia the esfera,flat,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1560.78927777,0,0,0,0,1,0,35,"28.4515° N, 76.9882° E",28.4515,76.9882
huda housing board society,flat,sector 52,0.45,9745.0,1,1,0,0.0,Moderately Old,648.3397466254694,0,0,0,0,0,1,43,"28.4379° N, 77.0785° E",28.4379,77.0785
shri banke bihari society,flat,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,0,0,1,0,174,"28.4245° N, 77.0991° E",28.4245,77.0991
m3m skycity,flat,sector 65,2.1,16030.0,2,2,2,43.0,New Property,1157.65684977,0,0,0,0,0,0,127,"28.4030° N, 77.0690° E",28.403,77.069
eros wembley estate,flat,sector 50,1.4,10174.0,3,3,2,9.0,Relatively New,1216.78293921,0,0,1,0,0,1,117,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,house,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,0,0,1,120,"28.4757° N, 77.1032° E",28.4757,77.1032
independent,house,sector 31,4.25,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,0,1,0,0,1,56,"28.4528° N, 77.0498° E",28.4528,77.0498
independent,house,sector 39,1.8,21875.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0,"28.4434° N, 77.0515° E",28.4434,77.0515
m3m soulitude,flat,sector 89,1.3,8700.0,3,3,2,1.0,New Property,1207.57838944,0,0,0,0,1,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
bestech park view residency,flat,sector 2,1.5,7825.0,3,4,3+,10.0,Moderately Old,1704.12525217,0,1,0,0,0,0,93,"28.5095° N, 77.0320° E",28.5095,77.032
pareena mi casa,flat,sector 68,1.15,9236.0,2,2,3,8.0,New Property,1099.42661017,0,0,0,0,0,0,49,"28.3853° N, 77.0484° E",28.3853,77.0484
ats kocoon,flat,sector 109,2.22,10596.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,0,0,0,45,"28.5073° N, 77.0089° E",28.5073,77.0089
vatika independent floors,flat,sector 82,0.67,5826.0,2,2,3,2.0,Moderately Old,1150.0,0,0,0,0,0,0,53,"28.3935° N, 76.9600° E",28.3935,76.96
rof aalayas,flat,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
shivpuri,house,sector 7,2.8,12444.0,10,7,3,1.0,Old Property,2250.0,1,1,0,0,1,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
microtek greenburg,flat,sector 86,1.65,8707.0,3,4,3,8.0,Relatively New,1681.72900617,0,1,0,0,0,0,124,"28.3986° N, 76.9384° E",28.3986,76.9384
ats triumph,flat,sector 104,2.78,8825.0,4,4,3+,11.0,Relatively New,2806.02055537,0,1,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
dlf the ultima,flat,sector 81,2.35,11233.0,3,4,3+,18.0,Relatively New,1572.91424508,0,1,0,0,0,0,106,"28.3867° N, 76.9485° E",28.3867,76.9485
lord krishna,flat,sector 12,2.7,8571.0,4,3,3,6.0,Old Property,3150.0,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
experion windchants,flat,sector 112,3.65,12312.0,3,4,3+,14.0,Relatively New,2225.56,0,1,0,0,0,1,150,"28.5189° N, 77.0183° E",28.5189,77.0183
smart world orchard,flat,sector 61,1.9,22700.0,3,3,3,1.0,New Property,1137.0,0,0,0,0,0,0,30,"28.4050° N, 77.0963° E",28.405,77.0963
independent,house,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,376.12190821,0,0,1,0,0,1,46,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,house,sector 47,0.99,17187.0,4,4,3,4.0,Relatively New,576.0,0,0,0,0,0,0,13,"28.4276° N, 77.0492° E",28.4276,77.0492
independent,house,sector 43,3.35,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,0,9,"28.4629° N, 77.0772° E",28.4629,77.0772
ireo skyon,flat,sector 60,2.05,15185.0,2,3,2,2.0,Relatively New,1520.0,0,0,1,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
m3m ikonic,flat,sector 68,1.8,9230.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
raheja revanta,flat,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1436.26615001,0,0,0,0,1,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
independent,house,sector 26,9.0,33333.0,5,5,2,3.0,Old Property,2700.0,1,1,1,0,0,2,110,"28.4757° N, 77.1032° E",28.4757,77.1032
sbtl caladium,flat,sector 109,1.8,7072.0,3,3,3+,10.0,Relatively New,1989.675020745,0,0,0,0,0,0,174,"28.5073° N, 77.0089° E",28.5073,77.0089
paras dews,flat,sector 106,1.4,6000.0,3,4,3+,12.0,Under Construction,1560.78927777,1,1,0,0,1,0,55,"28.5007° N, 77.0003° E",28.5007,77.0003
puri diplomatic greens,flat,sector 111,2.25,13235.0,3,3,2,12.0,Relatively New,1507.03828737,0,0,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
ss the leaf,flat,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,1600.0,0,0,0,0,0,0,150,"28.4042° N, 76.9513° E",28.4042,76.9513
vatika lifestyle homes,flat,sector 83,1.25,6839.0,3,2,1,6.0,Relatively New,1621.2591419700002,1,1,1,0,0,2,174,"28.3986° N, 76.9647° E",28.3986,76.9647
landmark house,house,sector 43,2.75,25463.0,3,3,1,2.0,Moderately Old,1080.0,0,0,0,0,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
m3m skywalk,flat,sector 74,1.54,10814.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
independent,house,sector 28,0.45,10000.0,5,3,0,1.0,Moderately Old,50.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
smart world orchard,flat,sector 61,2.1,13750.0,3,2,3,3.0,Under Construction,1530.01961952,0,0,0,0,0,0,146,"28.4050° N, 77.0963° E",28.405,77.0963
the close north,flat,sector 50,2.35,11767.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,1,165,"28.4178° N, 77.0628° E",28.4178,77.0628
the arzoo cghs,flat,sector 51,2.1,9130.0,4,4,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58,"28.4320° N, 77.0686° E",28.432,77.0686
lotus homz,flat,sector 111,0.6,8450.0,2,2,3,9.0,New Property,896.97628381,0,0,0,0,0,0,52,"28.5238° N, 77.0320° E",28.5238,77.032
independent,house,sector 28,11.25,34722.0,9,9,3+,2.0,Moderately Old,3240.0,0,1,1,0,0,1,126,"28.4728° N, 77.0865° E",28.4728,77.0865
rwa,flat,sector 7,0.48,6000.0,3,2,1,1.0,New Property,987.12415651,0,0,0,0,0,0,21,"28.4644° N, 77.0143° E",28.4644,77.0143
suposhaa smartworld orchard,flat,sector 61,2.25,14525.0,3,3,2,3.0,Under Construction,1737.35478598,0,0,0,0,0,0,0,"28.4050° N, 77.0963° E",28.405,77.0963
godrej,flat,sector 79,2.0,8474.0,3,4,3+,9.0,Relatively New,1963.0,0,1,0,0,0,0,108,"28.3624° N, 76.9787° E",28.3624,76.9787
hero homes,flat,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1125.37473350455,0,0,0,0,0,0,49,"28.4788° N, 76.9960° E",28.4788,76.996
adani m2k oyster grande,flat,sector 102,2.6,10007.0,3,3,3,2.0,Relatively New,2311.5114436900003,1,1,1,0,0,0,118,"28.4750° N, 76.9715° E",28.475,76.9715
orchid petals,flat,sector 49,2.23,10969.0,3,3,3,14.0,Relatively New,1805.35628409,0,0,0,0,1,0,40,"28.4121° N, 77.0480° E",28.4121,77.048
vipul tatvam villa,house,sector 48,7.8,23148.0,4,4,3+,2.0,Relatively New,3240.0,1,1,1,0,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
unitech deerwood chase,house,sector 50,15.0,33333.0,4,4,2,2.0,Moderately Old,4500.0,0,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
