society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
bptp terra,flat,sector 37d,1.45,8006.0,3,3,3,8.0,Relatively New,1711.0,0,0,0,0,0,0,149,"28.4478° N, 76.9703° E",28.4478,76.9703
hcbs sports ville,flat,sector 2,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37,"28.5095° N, 77.0320° E",28.5095,77.032
chd avenue,flat,sector 71,1.2,7407.0,3,3,3,4.0,Relatively New,1435.37030017,0,0,0,0,1,1,49,"28.4104° N, 77.0281° E",28.4104,77.0281
signature global city,house,sector 37d,1.27,8089.0,3,3,3,4.0,Under Construction,1570.0,0,0,0,0,0,0,89,"28.4478° N, 76.9703° E",28.4478,76.9703
ss the leaf,flat,sector 85,2.0,8305.0,3,4,3,8.0,Relatively New,2141.29997409,0,1,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
ss the leaf,flat,sector 85,1.3,7926.0,2,2,2,17.0,New Property,1453.2872969700002,0,0,0,0,0,0,90,"28.4042° N, 76.9513° E",28.4042,76.9513
bestech park view grand spa,flat,sector 81,4.2,10000.0,4,4,3+,25.0,Relatively New,3418.61870344,0,1,0,0,0,1,90,"28.3867° N, 76.9485° E",28.3867,76.9485
ats tourmaline,flat,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1910.17071537,0,1,0,0,0,1,49,"28.5073° N, 77.0089° E",28.5073,77.0089
emaar gurgaon greens,flat,sector 102,1.35,8181.0,3,3,3,9.0,Relatively New,1336.1578287487,0,1,0,0,0,0,100,"28.4750° N, 76.9715° E",28.475,76.9715
shapoorji pallonji joyville gurugram,flat,sector 102,1.2,14563.0,2,2,3,0.0,Relatively New,1106.35854058,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
huda housing board colony,house,sector 31,4.6,31507.0,6,4,3+,3.0,Old Property,1460.0,0,0,0,0,1,0,8,"28.4528° N, 77.0498° E",28.4528,77.0498
independent,house,sector 105,1.2,13333.0,7,4,1,2.0,Moderately Old,900.0,0,0,0,0,1,0,14,"28.4952° N, 77.0114° E",28.4952,77.0114
imperia the esfera,flat,sector 37c,0.85,5386.0,2,3,3,9.0,Relatively New,1447.8533543500002,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
antriksh heights,flat,sector 84,0.85,4927.0,3,3,3+,10.0,Relatively New,1529.43453337,1,0,0,0,0,0,52,"28.3979° N, 76.9736° E",28.3979,76.9736
international city by sobha phase 1,house,sector 109,5.7,10556.0,4,5,3+,3.0,Relatively New,5400.0,1,1,1,0,0,0,160,"28.5073° N, 77.0089° E",28.5073,77.0089
shree vardhman victoria,flat,sector 70,1.64,8384.0,3,5,3,3.0,Relatively New,1539.8590188550002,0,1,0,0,0,0,51,"28.3968° N, 77.0233° E",28.3968,77.0233
antriksh heights,flat,sector 84,0.85,5556.0,2,2,3,10.0,New Property,1193.49084337,1,0,0,0,1,0,24,"28.3979° N, 76.9736° E",28.3979,76.9736
vatika independent floors,flat,sector 82,1.16,6987.0,3,3,3+,1.0,Relatively New,1848.53716231,0,1,1,0,0,1,151,"28.3935° N, 76.9600° E",28.3935,76.96
sidhartha ncr one phase,flat,sector 95,0.43,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
ambience creacions,flat,sector 22,3.2,11500.0,3,4,3+,2.0,New Property,2475.45196441,0,0,0,0,0,0,42,"28.5072° N, 77.0640° E",28.5072,77.064
green court,flat,sector 90,0.45,7188.0,2,2,1,2.0,New Property,812.8382692900001,0,0,0,0,0,1,42,"28.4085° N, 76.9369° E",28.4085,76.9369
parsvnath green ville,flat,sector 48,1.75,7201.0,3,3,3,7.0,Old Property,2200.0,0,1,0,0,0,1,109,"28.4177° N, 77.0359° E",28.4177,77.0359
chd avenue,flat,sector 71,0.95,7929.0,2,2,2,5.0,Moderately Old,1057.32166769,0,0,0,0,0,1,142,"28.4104° N, 77.0281° E",28.4104,77.0281
mapsko casa bella,flat,sector 82,1.75,6903.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,0,54,"28.3935° N, 76.9600° E",28.3935,76.96
signature global grand iva,flat,sector 103,0.3,8290.0,1,2,2,5.0,New Property,548.2866340149435,0,0,0,0,0,0,37,"28.4949° N, 76.9845° E",28.4949,76.9845
ats tourmaline,flat,sector 109,1.4,8000.0,3,3,3+,8.0,Relatively New,1466.0,0,0,1,0,0,0,119,"28.5073° N, 77.0089° E",28.5073,77.0089
independent,house,sector 25,9.9,29333.0,5,5,2,2.0,Moderately Old,3375.0,0,0,0,0,0,1,106,"28.4844° N, 77.0860° E",28.4844,77.086
hsiidc sidco shivalik apartments,flat,manesar,0.73,3560.0,3,3,3+,2.0,Moderately Old,1704.3478529400002,0,1,0,0,0,0,80,"28.3515° N, 76.9428° E",28.3515,76.9428
antriksh heights,flat,sector 84,0.84,4869.0,3,3,3+,8.0,New Property,1529.43453337,0,0,0,0,0,0,60,"28.3979° N, 76.9736° E",28.3979,76.9736
tulip violet,flat,sector 69,1.3,8445.0,3,3,1,12.0,Relatively New,1361.91061329,0,0,0,0,0,1,94,"28.3966° N, 77.0341° E",28.3966,77.0341
emaar mgf palm hills,flat,sector 77,1.09,5382.0,3,4,3+,5.0,Relatively New,1798.18948537,0,1,0,0,1,1,167,"28.3801° N, 76.9845° E",28.3801,76.9845
ramprastha primera,flat,sector 37d,1.2,13333.0,3,3,3,5.0,Relatively New,1087.28845951,0,0,1,0,0,0,50,"28.4478° N, 76.9703° E",28.4478,76.9703
silverglades hightown residences,flat,sector 43,4.2,19767.0,3,4,2,7.0,Under Construction,2125.0,0,0,0,0,0,0,42,"28.4629° N, 77.0772° E",28.4629,77.0772
satya element one,flat,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,857.91220564,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,4,4,3,3.0,Relatively New,2164.05471676,1,1,0,0,0,0,28,"28.4030° N, 77.0690° E",28.403,77.069
dlf city plots phase 2,house,sector 25,15.5,34307.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,0,0,0,144,"28.4844° N, 77.0860° E",28.4844,77.086
sbtl caladium,flat,sector 109,1.68,6601.0,3,3,3+,7.0,Moderately Old,2264.03140217,0,1,0,0,0,0,134,"28.5073° N, 77.0089° E",28.5073,77.0089
ireo uptown,flat,sector 66,4.85,12999.0,4,4,3+,15.0,Relatively New,3500.0,1,1,1,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
pivotal devaan,flat,sector 84,0.36,7588.0,2,2,1,9.0,Relatively New,586.987023015,0,0,1,0,0,2,80,"28.3979° N, 76.9736° E",28.3979,76.9736
rof ananda,flat,sector 95,0.55,5500.0,3,2,2,14.0,New Property,905.988594615,1,0,0,0,0,2,30,"28.4172° N, 76.9081° E",28.4172,76.9081
breez global heights 88a,flat,sector 88a,0.5,8375.0,3,2,2,2.0,Under Construction,783.7906214200001,0,0,0,0,0,0,15,"28.4347° N, 76.9557° E",28.4347,76.9557
guru gram haryana cghs,flat,sector 56,1.38,7225.0,3,3,3,5.0,Moderately Old,1910.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
professors enclave cghs,flat,sector 56,1.54,8324.0,3,3,2,6.0,Old Property,1920.0,0,1,0,0,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
m3m skywalk,flat,sector 74,1.48,12333.0,2,2,3,13.0,Relatively New,1300.0,0,0,1,0,0,0,158,"28.4158° N, 77.0118° E",28.4158,77.0118
independent,house,sector 7,1.16,11717.0,5,4,2,1.0,Old Property,295.99046581000005,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
imperia the esfera,flat,sector 37c,0.95,5703.0,2,2,0,17.0,Under Construction,1578.0,0,1,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
m3m capital,flat,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1475.6835429700002,0,0,0,0,0,0,47,"28.5287° N, 77.0233° E",28.5287,77.0233
supertech araville,flat,sector 79,0.8,6178.0,2,2,3+,9.0,New Property,1144.21910217,0,0,0,0,1,0,24,"28.3624° N, 76.9787° E",28.3624,76.9787
imperia the esfera,flat,sector 37c,0.98,5399.0,3,4,3,9.0,Relatively New,1654.17586339,0,1,0,0,1,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
laxmi apartment sector 99a gurgaon,flat,sector 99a,0.3,4615.0,2,2,1,4.0,New Property,651.5546771900001,0,0,0,0,0,0,44,"28.4561° N, 76.9542° E",28.4561,76.9542
dlf new town heights,flat,sector 90,1.42,4864.0,4,4,3+,8.0,Moderately Old,2101.8825811300003,0,1,1,0,0,0,31,"28.4085° N, 76.9369° E",28.4085,76.9369
mrg skyline,flat,sector 106,1.82,13392.0,3,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,0,0,"28.5007° N, 77.0003° E",28.5007,77.0003
kiran residency,flat,sector 56,1.5,6648.0,3,5,3+,4.0,Moderately Old,2250.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
independent,house,sector 4,0.55,4074.0,3,3,2,2.0,Relatively New,1350.0,0,0,0,0,1,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
ansal heights 86,flat,sector 86,0.82,6029.0,2,2,1,12.0,New Property,1300.0,0,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
raheja atharva,flat,sector 109,0.79,7931.0,3,2,2,3.0,Relatively New,1236.3964833200002,0,0,0,0,0,1,44,"28.5073° N, 77.0089° E",28.5073,77.0089
supertech araville,flat,sector 79,1.45,7455.0,3,3,3,3.0,Relatively New,2134.0054258600003,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
dlf park place,flat,sector 54,4.85,30180.0,3,4,3+,6.0,Moderately Old,1607.0,0,1,0,0,0,2,158,"28.4348° N, 77.1089° E",28.4348,77.1089
